experiment,data-type,test-data,num_train,train_breakdown,train_type,num_test,test_breakdown,test_type,num_overlap,overlap-type,th_runs,subset,plda_rank,c_fa,c_miss,p_target,O1,O2,train-test_split,output_data,output_metrics,mindcf_fp_rate,mindcf_precision,mindcf_recall,mindcf_mcc,mindcf_fscore,mindcf_accuracy,mindcf_confusion,mindcf_threshold,mindcf_average
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_15.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_15_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_15_r500_s100metrics.json,0,1,0.2,0.447212834,0.333333333,0.999996594,"[[      1       4]
 [      0 1174410]]",51.69190429,4.16E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_12.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_12_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_12_r500_s100metrics.json,0,1,0.4,0.632454724,0.571428571,0.999997446,"[[      2       3]
 [      0 1174410]]",51.35409958,4.15E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_11.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_11_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_11_r500_s100metrics.json,0,1,0.6,0.77459601,0.75,0.999998297,"[[      3       2]
 [      0 1174410]]",51.44600684,3.90E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_19.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_19_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_19_r500_s100metrics.json,0,1,0.4,0.632454724,0.571428571,0.999997446,"[[      2       3]
 [      0 1174410]]",51.62791725,3.96E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_23.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_23_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_23_r500_s100metrics.json,0,1,0.4,0.632454724,0.571428571,0.999997446,"[[      2       3]
 [      0 1174410]]",51.45971398,4.29E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_22.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_22_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_22_r500_s100metrics.json,0,1,0.4,0.632454724,0.571428571,0.999997446,"[[      2       3]
 [      0 1174410]]",50.85644082,3.70E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_29.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_29_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_29_r500_s100metrics.json,8.51E-07,0.75,0.6,0.670819156,0.666666667,0.999997446,"[[      3       2]
 [      1 1174409]]",50.96615209,3.75E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_26.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_26_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_26_r500_s100metrics.json,0,1,0.6,0.77459601,0.75,0.999998297,"[[      3       2]
 [      0 1174410]]",51.79307589,4.07E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_20.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_20_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_20_r500_s100metrics.json,8.51E-07,0.5,0.2,0.316226016,0.285714286,0.999995743,"[[      1       4]
 [      1 1174409]]",51.77313611,3.65E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_27.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_27_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_27_r500_s100metrics.json,0,1,0.4,0.632454724,0.571428571,0.999997446,"[[      2       3]
 [      0 1174410]]",50.79528797,3.75E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_21.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_21_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_21_r500_s100metrics.json,8.51E-07,0.5,0.2,0.316226016,0.285714286,0.999995743,"[[      1       4]
 [      1 1174409]]",51.47855017,3.97E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_25.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_25_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_25_r500_s100metrics.json,0,nan,0,nan,nan,0.999995743,"[[      0       5]
 [      0 1174410]]",51.9344536,4.11E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_24.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_24_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_24_r500_s100metrics.json,2.55E-06,0.25,0.2,0.223603847,0.222222222,0.99999404,"[[      1       4]
 [      3 1174407]]",50.73113773,3.59E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_28.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_28_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_28_r500_s100metrics.json,0,1,0.4,0.632454724,0.571428571,0.999997446,"[[      2       3]
 [      0 1174410]]",51.79283356,4.27E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_36.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_36_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_36_r500_s100metrics.json,8.51E-07,0.5,0.2,0.316226016,0.285714286,0.999995743,"[[      1       4]
 [      1 1174409]]",50.4436718,3.99E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_32.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_32_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_32_r500_s100metrics.json,0,1,0.2,0.447212834,0.333333333,0.999996594,"[[      1       4]
 [      0 1174410]]",51.11835415,4.01E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_33.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_33_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_33_r500_s100metrics.json,0,1,0.6,0.77459601,0.75,0.999998297,"[[      3       2]
 [      0 1174410]]",51.7059263,3.87E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_30.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_30_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_30_r500_s100metrics.json,8.51E-07,0.666666667,0.4,0.516396241,0.5,0.999996594,"[[      2       3]
 [      1 1174409]]",52.27091439,4.04E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_31.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_31_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_31_r500_s100metrics.json,0,1,0.6,0.77459601,0.75,0.999998297,"[[      3       2]
 [      0 1174410]]",52.84257068,4.10E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_38.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_38_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_38_r500_s100metrics.json,0,1,0.4,0.632454724,0.571428571,0.999997446,"[[      2       3]
 [      0 1174410]]",51.4000489,4.08E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_35.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_35_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_35_r500_s100metrics.json,0,1,0.4,0.632454724,0.571428571,0.999997446,"[[      2       3]
 [      0 1174410]]",51.22930675,3.63E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_39.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_39_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_39_r500_s100metrics.json,0,1,0.2,0.447212834,0.333333333,0.999996594,"[[      1       4]
 [      0 1174410]]",50.73219891,3.79E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_37.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_37_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_37_r500_s100metrics.json,0,1,0.4,0.632454724,0.571428571,0.999997446,"[[      2       3]
 [      0 1174410]]",51.52651204,3.82E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_34.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_34_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_34_r500_s100metrics.json,0,nan,0,nan,nan,0.999995743,"[[      0       5]
 [      0 1174410]]",51.50682252,3.92E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_42.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_42_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_42_r500_s100metrics.json,8.51E-07,0.5,0.2,0.316226016,0.285714286,0.999995743,"[[      1       4]
 [      1 1174409]]",51.1836779,4.29E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_43.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_43_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_43_r500_s100metrics.json,8.51E-07,0.8,0.8,0.799999149,0.8,0.999998297,"[[      4       1]
 [      1 1174409]]",51.33008919,3.73E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_49.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_49_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_49_r500_s100metrics.json,1.70E-06,0.666666667,0.8,0.7302955,0.727272727,0.999997446,"[[      4       1]
 [      2 1174408]]",50.99057687,4.02E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_40.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_40_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_40_r500_s100metrics.json,0,1,0.8,0.89442681,0.888888889,0.999999149,"[[      4       1]
 [      0 1174410]]",50.66029471,3.84E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_46.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_46_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_46_r500_s100metrics.json,0,1,0.6,0.77459601,0.75,0.999998297,"[[      3       2]
 [      0 1174410]]",51.35886817,3.96E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_47.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_47_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_47_r500_s100metrics.json,8.51E-07,0.666666667,0.4,0.516396241,0.5,0.999996594,"[[      2       3]
 [      1 1174409]]",51.0711229,3.84E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_41.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_41_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_41_r500_s100metrics.json,8.51E-07,0.666666667,0.4,0.516396241,0.5,0.999996594,"[[      2       3]
 [      1 1174409]]",52.50664512,4.07E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_44.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_44_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_44_r500_s100metrics.json,0,1,0.4,0.632454724,0.571428571,0.999997446,"[[      2       3]
 [      0 1174410]]",50.62010991,4.01E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_45.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_45_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_45_r500_s100metrics.json,0,1,0.4,0.632454724,0.571428571,0.999997446,"[[      2       3]
 [      0 1174410]]",52.0294842,4.00E-05
train-2-1,vox,vox,7205,7205 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.000693963,0.03164557,./Speech_risk/speaker_info/train2/7205/v_tr7205_all_te163_1_o5_s_48.csv,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_48_r500_s100data.json,./Speech_risk/outputs/train2/7205/v_tr7205_all_te163_1_o5_s_48_r500_s100metrics.json,8.51E-07,0.8,0.8,0.799999149,0.8,0.999998297,"[[      4       1]
 [      1 1174409]]",50.95028295,3.99E-05
train-2-0,vox,vox,1000,1000 (vox),all,163,163 (vox),all,5,all,500,100,100,10,0.1,0.001,0.005,0.03164557,./Speech_risk/speaker_info/train2/1000/v_tr1000_te163_o5_1.csv,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_1_r500_s100data.json,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_1_r500_s100metrics.json,1.23E-05,0.714285714,1,0.84514907,0.833333333,0.99998773,"[[     5      0]
 [     2 162993]]",53.94397206,4.09E-05
train-2-0,vox,vox,1000,1000 (vox),all,163,163 (vox),all,5,all,500,100,100,10,0.1,0.001,0.005,0.03164557,./Speech_risk/speaker_info/train2/1000/v_tr1000_te163_o5_5.csv,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_5_r500_s100data.json,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_5_r500_s100metrics.json,6.14E-06,0.833333333,1,0.912868129,0.909090909,0.999993865,"[[     5      0]
 [     1 162994]]",55.76890916,3.83E-05
train-2-0,vox,vox,1000,1000 (vox),all,163,163 (vox),all,5,all,500,100,100,10,0.1,0.001,0.005,0.03164557,./Speech_risk/speaker_info/train2/1000/v_tr1000_te163_o5.csv,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_r500_s100data.json,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_r500_s100metrics.json,0,1,1,1,1,1,"[[     5      0]
 [     0 162995]]",54.74137278,4.02E-05
train-2-0,vox,vox,1000,1000 (vox),all,163,163 (vox),all,5,all,500,100,100,10,0.1,0.001,0.005,0.03164557,./Speech_risk/speaker_info/train2/1000/v_tr1000_te163_o5_2.csv,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_2_r500_s100data.json,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_2_r500_s100metrics.json,0,1,1,1,1,1,"[[     5      0]
 [     0 162995]]",55.20017353,4.17E-05
train-2-0,vox,vox,1000,1000 (vox),all,163,163 (vox),all,5,all,500,100,100,10,0.1,0.001,0.005,0.03164557,./Speech_risk/speaker_info/train2/1000/v_tr1000_te163_o5_8.csv,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_8_r500_s100data.json,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_8_r500_s100metrics.json,0,1,1,1,1,1,"[[     5      0]
 [     0 162995]]",54.02512145,3.74E-05
train-2-0,vox,vox,1000,1000 (vox),all,163,163 (vox),all,5,all,500,100,100,10,0.1,0.001,0.005,0.03164557,./Speech_risk/speaker_info/train2/1000/v_tr1000_te163_o5_6.csv,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_6_r500_s100data.json,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_6_r500_s100metrics.json,0,1,0.8,0.894424447,0.888888889,0.999993865,"[[     4      1]
 [     0 162995]]",55.21017805,4.00E-05
train-2-0,vox,vox,1000,1000 (vox),all,163,163 (vox),all,5,all,500,100,100,10,0.1,0.001,0.005,0.03164557,./Speech_risk/speaker_info/train2/1000/v_tr1000_te163_o5_9.csv,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_9_r500_s100data.json,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_9_r500_s100metrics.json,6.14E-06,0.833333333,1,0.912868129,0.909090909,0.999993865,"[[     5      0]
 [     1 162994]]",53.1244334,3.93E-05
train-2-0,vox,vox,1000,1000 (vox),all,163,163 (vox),all,5,all,500,100,100,10,0.1,0.001,0.005,0.03164557,./Speech_risk/speaker_info/train2/1000/v_tr1000_te163_o5_3.csv,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_3_r500_s100data.json,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_3_r500_s100metrics.json,0,1,1,1,1,1,"[[     5      0]
 [     0 162995]]",57.6001188,4.23E-05
train-2-0,vox,vox,1000,1000 (vox),all,163,163 (vox),all,5,all,500,100,100,10,0.1,0.001,0.005,0.03164557,./Speech_risk/speaker_info/train2/1000/v_tr1000_te163_o5_4.csv,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_4_r500_s100data.json,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_4_r500_s100metrics.json,0,1,0.8,0.894424447,0.888888889,0.999993865,"[[     4      1]
 [     0 162995]]",55.91384576,4.37E-05
train-2-0,vox,vox,1000,1000 (vox),all,163,163 (vox),all,5,all,500,100,100,10,0.1,0.001,0.005,0.03164557,./Speech_risk/speaker_info/train2/1000/v_tr1000_te163_o5_7.csv,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_7_r500_s100data.json,./Speech_risk/outputs/train2/1000/v_tr1000_te163_o5_7_r500_s100metrics.json,0,1,1,1,1,1,"[[     5      0]
 [     0 162995]]",56.24883441,4.12E-05
train-2-0,vox,vox,4000,4000 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00125,0.03164557,./Speech_risk/speaker_info/train2/4000/v_tr4000_te163_o5_1.csv,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_1_r500_s100data.json,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_1_r500_s100metrics.json,1.53E-06,0.833333333,1,0.912870229,0.909090909,0.999998466,"[[     5      0]
 [     1 651994]]",52.62065382,4.15E-05
train-2-0,vox,vox,4000,4000 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00125,0.03164557,./Speech_risk/speaker_info/train2/4000/v_tr4000_te163_o5_2.csv,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_2_r500_s100data.json,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_2_r500_s100metrics.json,1.53E-06,0.833333333,1,0.912870229,0.909090909,0.999998466,"[[     5      0]
 [     1 651994]]",52.42097336,4.12E-05
train-2-0,vox,vox,4000,4000 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00125,0.03164557,./Speech_risk/speaker_info/train2/4000/v_tr4000_te163_o5_3.csv,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_3_r500_s100data.json,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_3_r500_s100metrics.json,1.53E-06,0.833333333,1,0.912870229,0.909090909,0.999998466,"[[     5      0]
 [     1 651994]]",52.64478784,3.91E-05
train-2-0,vox,vox,4000,4000 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00125,0.03164557,./Speech_risk/speaker_info/train2/4000/v_tr4000_te163_o5_8.csv,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_8_r500_s100data.json,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_8_r500_s100metrics.json,0,1,1,1,1,1,"[[     5      0]
 [     0 651995]]",53.33072918,4.15E-05
train-2-0,vox,vox,4000,4000 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00125,0.03164557,./Speech_risk/speaker_info/train2/4000/v_tr4000_te163_o5_7.csv,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_7_r500_s100data.json,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_7_r500_s100metrics.json,1.53E-06,0.833333333,1,0.912870229,0.909090909,0.999998466,"[[     5      0]
 [     1 651994]]",52.79482446,4.10E-05
train-2-0,vox,vox,4000,4000 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00125,0.03164557,./Speech_risk/speaker_info/train2/4000/v_tr4000_te163_o5_6.csv,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_6_r500_s100data.json,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_6_r500_s100metrics.json,4.60E-06,0.571428571,0.8,0.676120552,0.666666667,0.999993865,"[[     4      1]
 [     3 651992]]",51.84107652,4.12E-05
train-2-0,vox,vox,4000,4000 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00125,0.03164557,./Speech_risk/speaker_info/train2/4000/v_tr4000_te163_o5_4.csv,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_4_r500_s100data.json,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_4_r500_s100metrics.json,0,1,1,1,1,1,"[[     5      0]
 [     0 651995]]",52.39125412,4.24E-05
train-2-0,vox,vox,4000,4000 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00125,0.03164557,./Speech_risk/speaker_info/train2/4000/v_tr4000_te163_o5.csv,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_r500_s100data.json,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_r500_s100metrics.json,4.60E-06,0.625,1,0.790567596,0.769230769,0.999995399,"[[     5      0]
 [     3 651992]]",52.82937949,4.20E-05
train-2-0,vox,vox,4000,4000 (vox),all,163,163 (vox),1,5,1,500,100,100,10,0.1,0.001,0.00125,0.03164557,./Speech_risk/speaker_info/train2/4000/v_tr4000_te163_o5_5.csv,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_5_r500_s100data.json,./Speech_risk/outputs/train2/4000/v_tr4000_te163_o5_5_r500_s100metrics.json,3.07E-06,0.714285714,1,0.845152958,0.833333333,0.999996933,"[[     5      0]
 [     2 651993]]",52.77128276,3.95E-05
